equipment,exercise_id,name,link
EZ Curl Bar,ez-bar-seated-curl-close-grip,"EZ Bar Seated Curl (Close Grip) Biceps / EZ Curl Bar The EZ bar seated close grip curl uses a barbell to limit your range of motion through concentration and increases the effectiveness of the movement. Steps : 1.) Start by sitting on the end of a flat bench with your feet flat and your legs spread live a V. 2.) Bend forward at your waist keeping your back straight. 3.) Grasp a barbell in your hands with a close grip, palms facing up. 4.) With your elbow pressed against your inner thigh just above your knee, curl the bar up towards your chest. 5.) Slowly lower the bar to the starting position near the floor. 6.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/268/ez-bar-seated-curl-close-grip
EZ Curl Bar,ez-bar-preacher-curl-reverse-grip,"EZ Bar Preacher Curl (Reverse Grip) Forearms / EZ Curl Bar Steps : 1.) Start by sitting on a preacher bench and holding a weighted EZ Bar in your hands with arms rested on the pad. 2.) Slowly elevate the bar up towards your shoulders, squeezing your forearms and hold for a count. 3.) Return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1075/ez-bar-preacher-curl-reverse-grip
EZ Curl Bar,ez-bar-french-press-reverse-grip,"EZ Bar French Press (Reverse Grip) Triceps / EZ Curl Bar Steps : 1.) Start by loading up a EZ bar with the weight that you would like to perform for this exercise. 2.) Hold the bar with an underhand grip, lift it above your head, then slowly while keeping your elbows close to your body, lower the weight behind your head while squeezing your triceps and hold for a count. 3.) Return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1183/ez-bar-french-press-reverse-grip
EZ Curl Bar,ez-bar-decline-tricep-extension,"EZ Bar Decline Tricep Extension Triceps / EZ Curl Bar The decline EZ bar triceps extension exercise combines the decline bench as well as a curved bar to easily target the tricep muscles and build bigger arms. Steps : 1.) Start off lying face up (back flat) on a decline bench and grabbing an EZ bar with an overhand grip. 2.) Extend your arms up and out so that they are perpendicular with your chest, keeping your elbows tucked in at one place. 3.) Slowly lower the EZ bar towards your head, feeling a stretch in your tricep muscle and hold the position for a count. 4.) Return back up to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/152/ez-bar-decline-tricep-extension
Barbell,barbell-squat,"Barbell Squat Upper Legs / Barbell The barbell squat is a fundamental exercise for building lower body strength, targeting the quadriceps, hamstrings, glutes, and core. Here’s how to perform it correctly: Setup: Load the barbell with the desired weight and position it on a squat rack at about shoulder height. Stand under the barbell with your feet shoulder-width apart. Positioning the Barbell: Position the barbell across your upper back (trapezius muscles), not your neck. You can use a high-bar position (resting on your traps) or a low-bar position (resting across the rear deltoids, just below the traps). Grip the barbell with your hands slightly wider than shoulder-width apart. Lift your elbows slightly to create a stable shelf with your upper back muscles for the bar to rest on. Unracking the Barbell: Stand up to lift the barbell off the rack, taking a step or two back to clear the rack. Ensure your feet are shoulder-width apart with toes slightly pointed out. Starting Position: Keep your chest up, back straight, and core engaged. Look forward or slightly up, maintaining a neutral head position. Ensure your weight is evenly distributed across your feet. Descending into the Squat: Inhale deeply to brace your core. Push your hips back and bend your knees to lower your body into the squat. Keep your chest up and your back straight throughout the movement. Lower yourself until your thighs are at least parallel to the ground. If you have the flexibility, you can go lower, but avoid rounding your lower back. Ascending from the Squat: Exhale and push through your heels to stand back up. Extend your knees and hips simultaneously, keeping your chest up and back straight. Fully extend your legs at the top of the movement but avoid locking out your knees.",https://www.jefit.com/exercises/12/barbell-squat
Barbell,barbell-bench-press,"Barbell Bench Press Chest / Barbell The barbell chest press, also known as the barbell bench press, is a fundamental exercise for building upper body strength, specifically targeting the pectoral muscles, triceps, and shoulders. Here’s a step-by-step guide on how to perform it correctly: Setup: Load the barbell with an appropriate amount of weight for your fitness level. Use safety clips to secure the weights. Lie down on the flat bench with your feet flat on the ground and your head, shoulders, and buttocks firmly pressed against the bench. Hand Placement: Grip the barbell with both hands slightly wider than shoulder-width apart. Your palms should face forward, and your thumbs should be wrapped around the bar. Starting Position: Unrack the barbell by straightening your arms and moving the barbell over your chest. Your arms should be perpendicular to the floor. Lowering the Barbell: Inhale deeply and lower the barbell slowly and under control to your mid-chest. Your elbows should bend at about a 45-degree angle to your body. Lower the bar until it lightly touches your chest or is just above it. Do not bounce the bar off your chest. Pressing the Barbell: Exhale and press the barbell back up to the starting position by fully extending your arms. Focus on squeezing your chest muscles as you lift the weight. Keep your wrists straight and your elbows slightly tucked in to protect your shoulder joints.",https://www.jefit.com/exercises/2/barbell-bench-press
Barbell,barbell-incline-bench-press,"Barbell Incline Bench Press Chest / Barbell The barbell incline bench press is an excellent exercise for targeting the upper portion of the pectoral muscles, as well as the shoulders and triceps. Here's how to perform it correctly: Setup: Set an adjustable bench to an incline angle of about 30 to 45 degrees. Position the bench inside a squat rack or use an incline bench press station. Load the barbell with the desired weight. Starting Position: Lie back on the incline bench with your feet flat on the floor. Position your eyes directly under the barbell. Grip the barbell with your hands slightly wider than shoulder-width apart. Engage your core and maintain a slight arch in your lower back, keeping your shoulders and hips firmly on the bench. Unrack the Barbell: Lift the barbell off the rack with a controlled motion and move it directly above your upper chest with your arms fully extended. Ensure your wrists are straight and aligned with your forearms. Lowering the Barbell: Inhale and lower the barbell slowly and under control to your upper chest (around the middle to upper part of your chest). Keep your elbows at about a 45-degree angle to your body to reduce stress on your shoulders. Pressing the Barbell: Exhale and press the barbell back up to the starting position by extending your arms. Ensure the movement is smooth and controlled, focusing on engaging your chest muscles.",https://www.jefit.com/exercises/8/barbell-incline-bench-press
Barbell,barbell-bent-over-row,"Barbell Bent-Over Row Back / Barbell The barbell bent-over row is a great exercise for building strength and mass in the back muscles, including the latissimus dorsi, rhomboids, trapezius, and rear deltoids, as well as the biceps. Here's a step-by-step guide on how to perform this exercise correctly: Setup: Load the barbell with an appropriate amount of weight for your fitness level. Stand with your feet shoulder-width apart, the barbell in front of you on the floor. Grasping the Barbell: Bend at your hips and knees, and grasp the barbell with a grip slightly wider than shoulder-width apart. You can use either an overhand (pronated) grip or an underhand (supinated) grip, depending on your preference and the specific muscles you want to target. Starting Position: Lift the barbell to your shins, then stand up, keeping your back straight. Bend at your hips until your torso is almost parallel to the floor. Keep a slight bend in your knees. Your back should be straight, chest up, and head in line with your spine. Your arms should be fully extended, hanging straight down from your shoulders, holding the barbell. The Rowing Motion: Engage your core and back muscles. Exhale as you pull the barbell towards your lower ribcage or upper abdomen. Keep your elbows close to your body and squeeze your shoulder blades together at the top of the movement. Your upper arms should be parallel to the floor at the top of the movement. Lowering the Barbell: Inhale as you slowly lower the barbell back to the starting position with controlled movement, fully extending your arms.",https://www.jefit.com/exercises/3/barbell-bent-over-row
Barbell,barbell-deadlift,"Barbell Deadlift Back / Barbell The barbell deadlift is a classic bodybuilding exercise meant for putting on mass and building overall strength throughout the entire body. Steps : 1.) Start by standing in front of a barbell with your feet shoulder-width apart. 2.) Pick up the barbell while keeping your arms extended straight down. 3.) Stand up straight with the barbell in your hands, and refrain from moving your arms. 4.) Bend back down at the knees with barbell. 5.) Repeat for the desired amount of reps.",https://www.jefit.com/exercises/93/barbell-deadlift
Barbell,barbell-curl,"Barbell Curl Biceps / Barbell The barbell curl is a basic bicep exercise that helps increase the size of the muscles. Steps : 1.) Start off standing up straight with your feet shoulder-width apart, keeping your knees slightly bent and abs drawn in tight. 2.) Grab a barbell with a shoulder width underhand (palms up) grip, lowering your arms down to your thighs fully and bending slightly at your elbows as this will be your starting position. 3.) Slowly raise the bar towards your upper chest, squeezing your muscles and isolating the biceps. 4.) Hold this position for a count and then return back to the starting position. Tips : 1.) Refrain from swinging your hips or back during this exercise.",https://www.jefit.com/exercises/112/barbell-curl
Barbell,barbell-romanian-deadlift,"Barbell Romanian Deadlift Upper Legs / Barbell The romanian deadlift exercise is similar to the regular deadlift but differs because you keep your legs straight throughout the workout and bring the bar all the way to the ground at each rep. Steps : 1.) Start off by placing a barbell in front of your feet on the ground and grabbing the barbell with a grip a bit wider than shoulder-width apart. 2.) Bend your knees slightly, keeping your hips and back straight. 3.) Lift the bar straight up concentrating on using your hips as you stand. 4.) When you are standing the bar should be resting against your thighs. 5.) Lower the bar to the floor with a slight bend in your knees flexing your hips back for stability. 6.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/199/barbell-romanian-deadlift
Barbell,barbell-hip-thrust,"Barbell Hip Thrust Glutes / Barbell Steps : 1.) To begin this exercise; start off with your body seated on the ground with your back rested upon a bench. 2.) Keep a weighted barbell above your hips as this will be your starting position. 3.) Lean your back against the bench and rest your shoulders on the top of it. 4.) Then push your hips up vertically and keep the bar rested in your pelvis region, your back and heels should support the weight of the bar. 5.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/386/barbell-hip-thrust
Barbell,barbell-military-press,"Barbell Military Press Shoulders / Barbell Steps : 1.) To begin this exercise; start off by taking a weighted barbell and have it pressed up against your chest with your palms facing outward. 2.) With the barbell in position, lift it above your head with locked arms and hold for a few seconds squeezing your back and shoulders tightly. 3.) Return back to the starting position. 4.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/453/barbell-military-press
Barbell,barbell-shoulder-press,"Barbell Shoulder Press Shoulders / Barbell The barbell shoulder press is an effective exercise for building shoulder strength and mass, targeting the deltoid muscles, triceps, and upper chest. Here's how to perform it correctly: Setup: Load the barbell with the desired weight. If using a squat rack or power rack, set the barbell at about chest height. Starting Position: Stand with your feet shoulder-width apart. Approach the barbell and grip it with your hands slightly wider than shoulder-width apart, using an overhand grip (palms facing forward). Unrack the barbell by pushing up with your legs and stepping back from the rack. Alternatively, if lifting from the floor, clean the barbell to shoulder height. Hold the barbell at shoulder height with your elbows slightly in front of the bar, not flared out to the sides. Pressing the Barbell: Inhale and brace your core, keeping a slight bend in your knees for stability. Press the barbell upward in a straight line until your arms are fully extended above your head. Ensure your head moves slightly back to allow the bar to pass, then bring your head back to neutral as the barbell reaches the top. Keep your wrists straight and aligned with your forearms. Lowering the Barbell: Exhale and slowly lower the barbell back to the starting position at shoulder height. Control the movement and avoid letting the barbell drop too quickly.",https://www.jefit.com/exercises/10/barbell-shoulder-press
Barbell,barbell-preacher-curl,"Barbell Preacher Curl Biceps / Barbell The preacher curl exercise uses a special bench to help support the triceps and isolate the biceps to build bigger arms. Steps : 1.) Start off by adjusting the seat of a preacher bench so that your arms are level with the top of the bench. 2.) Grab onto a bicep curl bar with an underhand (palms up) grip, keeping your arms shoulder-width apart, resting them against the bench, and extending them fully. 3.) While keeping your arms on the bench, slowly curl the bar up towards your head, isolating the bicep and squeezing the muscles. 4.) Hold for a count and then return back to the starting position. Tips 1.) Perform this exercise in a slow manner to attain the best results.",https://www.jefit.com/exercises/113/barbell-preacher-curl
Barbell,barbell-shrug,"Barbell Shrug Back / Barbell The barbell shoulder shrug is a straightforward yet effective exercise for targeting the trapezius muscles, which are located on the upper back and neck. Here's how to perform it correctly: Setup: Load the barbell with the desired weight. Place the barbell on the floor in front of you. Starting Position: Stand with your feet shoulder-width apart. Bend at your hips and knees to reach down and grip the barbell with your hands slightly wider than shoulder-width apart, using an overhand grip (palms facing your body). Lift the barbell by straightening your legs and hips to stand up straight, keeping the barbell close to your body. Stand tall with your shoulders back, chest up, and arms fully extended holding the barbell. Performing the Shrug: Inhale and brace your core. Elevate your shoulders straight up towards your ears as high as possible. Focus on using your trapezius muscles to lift the weight. Keep your arms straight and avoid bending your elbows. Hold the top position for a moment, squeezing your traps. Lowering the Barbell: Exhale and slowly lower your shoulders back to the starting position. Control the movement and avoid letting the barbell drop too quickly.",https://www.jefit.com/exercises/11/barbell-shrug
Barbell,barbell-upright-row,"Barbell Upright Row Shoulders / Barbell The barbell upright row is a great exercise for targeting the shoulders, specifically the deltoids and traps. Here’s how to perform it correctly: Setup: Load the barbell with the desired weight. Stand with your feet shoulder-width apart and the barbell on the floor in front of you. Starting Position: Bend at your hips and knees to grip the barbell with an overhand (pronated) grip, your hands slightly closer than shoulder-width apart. Lift the barbell to a standing position with your arms extended, keeping it close to your body. Your back should be straight, core engaged, and shoulders back. Executing the Row: Inhale and brace your core. Lift the barbell by driving your elbows up and to the sides, keeping the bar close to your body. Continue to lift until the barbell reaches your upper chest or just below your chin. Your elbows should be higher than your wrists at the top of the movement. Focus on lifting with your shoulders and traps rather than using your arms. Lowering the Barbell: Exhale and slowly lower the barbell back to the starting position with a controlled motion. Keep your core engaged and maintain good posture throughout the movement.",https://www.jefit.com/exercises/13/barbell-upright-row
Barbell,barbell-bench-press-close-grip,"Barbell Bench Press (Close Grip) Triceps / Barbell The close-grip barbell bench press is an excellent exercise for targeting the triceps, as well as the chest and shoulders. Here's a step-by-step guide on how to perform it correctly: Setup: Load the barbell with an appropriate amount of weight for your fitness level. Use safety clips to secure the weights. Lie down on the flat bench with your feet flat on the ground and your head, shoulders, and buttocks firmly pressed against the bench. Hand Placement: Grip the barbell with your hands closer than shoulder-width apart, around 6-12 inches (15-30 cm) apart. Ensure your thumbs are wrapped around the bar for safety. Starting Position: Unrack the barbell by straightening your arms and moving the barbell over your chest. Your arms should be perpendicular to the floor. Keep your wrists straight and directly over your elbows to maintain proper alignment and reduce strain. Lowering the Barbell: Inhale deeply and lower the barbell slowly and under control to your lower chest or upper abdomen. Your elbows should stay close to your body, not flaring out. Lower the bar until it lightly touches your chest or is just above it. Do not bounce the bar off your chest. Pressing the Barbell: Exhale and press the barbell back up to the starting position by fully extending your arms. Focus on engaging your triceps during the lift. Keep your elbows close to your body throughout the movement to maximize tricep activation.",https://www.jefit.com/exercises/4/barbell-bench-press-close-grip
Barbell,t-bar-row,"T Bar Row Back / Barbell The T-Bar Row is an effective exercise for targeting the muscles of the upper back, particularly the lats, rhomboids, and traps. Here's a detailed guide on how to perform it correctly: Set Up the Equipment: Load the appropriate amount of weight onto one end of the barbell. Secure the other end of the barbell in a landmine attachment or corner of the gym for stability if not using a T-Bar Row machine. Attach the T-Bar Row handle under the weighted end of the barbell. Position Yourself: Stand over the barbell with your feet shoulder-width apart. Bend your knees slightly and hinge at the hips, keeping your back straight and your chest up. Reach down and grasp the handles with both hands, using an overhand grip (palms facing each other if using a V-handle). Starting Position: Pull your shoulders back and engage your core to maintain a neutral spine. Let your arms fully extend down, holding the handle. The barbell should be hanging between your legs. Execution: Keeping your elbows close to your body, pull the handle towards your torso. Squeeze your shoulder blades together at the top of the movement. Lift the barbell until the handle touches or comes close to your lower chest/upper abdomen. Lowering the Bar: Slowly lower the bar back to the starting position in a controlled manner, fully extending your arms. Maintain tension in your back muscles throughout the movement.",https://www.jefit.com/exercises/52/t-bar-row
Barbell,barbell-standing-calf-raise,"Barbell Standing Calf Raise Lower Legs / Barbell The standing barbell calf raise helps target the lower leg muscles and build stronger legs. Steps : 1.) Start of by placing a block or two free weight plates on the floor, then placing a weighted barbell across your back and step up so that the balls of your feet are on the block. 2.) Slowly lift your heels up off of the floor and then lower them back so that you feel as much of a stretch as possible in your calf muscles. 3.) Return to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/143/barbell-standing-calf-raise
Barbell,barbell-decline-bench-press,"Barbell Decline Bench Press Chest / Barbell The decline barbell bench press is an effective exercise for targeting the lower portion of the pectoral muscles, as well as the triceps and shoulders. Here's a step-by-step guide on how to perform it correctly: Setup: Load the barbell with an appropriate amount of weight for your fitness level. Use safety clips to secure the weights. Adjust the decline bench to a suitable angle (typically 15-30 degrees). Positioning Yourself: Lie down on the decline bench with your feet securely hooked under the foot pads to prevent sliding. Position yourself so that your eyes are directly under the barbell. Hand Placement: Grip the barbell with your hands slightly wider than shoulder-width apart. Your palms should face forward, and your thumbs should wrap around the bar. Unracking the Barbell: With the help of a spotter if available, unrack the barbell by straightening your arms and moving the barbell over your lower chest. Your arms should be perpendicular to the floor. Lowering the Barbell: Inhale deeply and lower the barbell slowly and under control to your lower chest. Your elbows should be at about a 45-degree angle to your body. Lower the bar until it lightly touches your lower chest. Do not bounce the bar off your chest. Pressing the Barbell: Exhale and press the barbell back up to the starting position by fully extending your arms. Focus on squeezing your chest muscles during the lift. Keep your wrists straight and your elbows slightly tucked in to protect your shoulder joints.",https://www.jefit.com/exercises/5/barbell-decline-bench-press
Barbell,barbell-tricep-extension-supine,"Barbell Tricep Extension (Supine) Triceps / Barbell The barbell tricep extension, also known as the lying tricep extension or skull crusher when done in a supine position, is a great exercise for targeting the triceps. Here's how you can perform it: Preparation: Lie down on a flat bench with your back pressed against it. Your feet should be flat on the floor for stability. Hold a barbell with an overhand grip (palms facing away from you), slightly narrower than shoulder-width apart. Your arms should be fully extended towards the ceiling, perpendicular to the floor. Execution: Lower the barbell towards your forehead by bending your elbows. Keep your upper arms stationary throughout the movement. Lower the barbell until your forearms are parallel to the floor or until you feel a good stretch in your triceps. Your elbows should be pointing towards the ceiling. Pause briefly at the bottom of the movement, then extend your elbows to raise the barbell back to the starting position. Keep your wrists firm and stable throughout the exercise.",https://www.jefit.com/exercises/55/barbell-tricep-extension-supine
Kettlebell,kettlebell-goblet-squat,Kettlebell Goblet Squat Upper Legs / Kettlebell Steps : 1.) To begin this exercise; start off by holding a kettlebell clean to your chest just below your chin. 2.) Then squat down holding the kettlebell in position until your hamstrings are on your calves holding on to the position for a few seconds. 3.) Return back to the starting position 4.) Repeat this exercise for as many repetitions as needed,https://www.jefit.com/exercises/479/kettlebell-goblet-squat
Kettlebell,kettlebell-swing,"Kettlebell Swing Upper Legs / Kettlebell The kettlebell swing is a dynamic exercise that primarily targets the posterior chain muscles, including the glutes, hamstrings, and lower back, while also engaging the core, shoulders, and grip strength. Stand with your feet slightly wider than shoulder-width apart, toes pointed slightly outward. Place a kettlebell on the ground between your feet. Bend at your hips and slightly at your knees to reach down and grab the kettlebell handle with both hands. Keep your back flat, chest up, and eyes focused forward. Your arms should be fully extended, and your shoulders should be pulled back and down. Brace your core muscles to stabilize your spine throughout the movement. Drive through your heels and hips to explosively swing the kettlebell backward between your legs. Keep your arms straight and let the kettlebell swing naturally between your legs. As the kettlebell swings backward, forcefully thrust your hips forward to propel the kettlebell forward and upward. Imagine snapping your hips forward as if you're performing a hip thrust motion. Allow the momentum generated by your hip thrust to swing the kettlebell upward. The kettlebell should reach roughly chest to shoulder height, depending on your strength and flexibility. At the top of the swing, the kettlebell should be weightless for a moment before it starts to descend. Keep your arms straight, and don't allow the kettlebell to pull you forward. As the kettlebell begins to descend, hinge at your hips again and let it swing back between your legs. Keep your back flat and chest up throughout the movement. Continue the swinging motion, driving through your hips to propel the kettlebell forward and upward, and then letting it swing back down between your legs. Aim for a fluid, rhythmic motion without pausing at the top or bottom of the swing. Exhale forcefully as you thrust your hips forward during the upward phase of the swing. Inhale as the kettlebell swings back between your legs.",https://www.jefit.com/exercises/1385/kettlebell-swing
Kettlebell,kettlebell-single-leg-deadlift,Kettlebell Single-Leg Deadlift Upper Legs / Kettlebell Steps : 1.) To begin this exercise; start off by holding a kettlebell in on hand and then stand on one leg as the same as the hand that holds the kettlebell. 2.) From that position perform a stiff legged deadlift by bending at the hip and pushing your alternate leg straight out behind you. 3.) Lower the kettlebell until it touches the floor and hold for a few seconds. 4.) Return back to the starting position. 5.) Repeat this exercise for as many repetitions as needed,https://www.jefit.com/exercises/482/kettlebell-single-leg-deadlift
Kettlebell,kettlebell-one-arm-swing,Kettlebell One-Arm Swing Upper Legs / Kettlebell Steps : 1.) To begin this exercise; start off by placing one kettlebell between your feet and bend down at your knees pushing your glutes out. 2.) Take the kettlebell and swing it between your legs and then use the force to drive the kettlebell out and in front of your chest. 3.) Return back to the starting position. 4.) Repeat this exercise for as many repetitions as needed,https://www.jefit.com/exercises/489/kettlebell-one-arm-swing
Kettlebell,kettlebell-front-squat,Kettlebell Front Squat Upper Legs / Kettlebell Steps : 1.) To begin this exercise; start off by clean pressing two kettlebells to your shoulders. 2.) Then squat down as low as you can as in a normal full squat and hold down for a few seconds when you reach the bottom. 3.) Return back to the starting position. 4.) Repeat this exercise for as many repetitions as needed.,https://www.jefit.com/exercises/478/kettlebell-front-squat
Kettlebell,kettlebell-farmers-carry,"Kettlebell Farmer's Carry Upper Legs / Kettlebell The kettlebell farmer's carry is a simple yet effective exercise for developing grip strength, core stability, and overall strength. Stand upright with your feet shoulder-width apart. Place a kettlebell on the ground next to each foot. Engage your core muscles to stabilize your spine. Imagine drawing your belly button in towards your spine. Bend at the hips and knees, maintaining a flat back and neutral spine. Reach down and grip the handles of the kettlebells firmly. With a strong grip and engaged core, lift the kettlebells off the ground simultaneously. Keep your shoulders back and down, and avoid rounding your upper back. Once the kettlebells are lifted, stand up tall with your shoulders pulled back. Hold the kettlebells by your sides with your arms fully extended. Begin to walk forward in a controlled manner. Take short, quick steps while keeping your posture tall and your core tight. Focus on maintaining an even pace and avoiding excessive swaying or leaning to either side. Keep your shoulders square and level throughout the exercise. Engage your core muscles to prevent excessive side-to-side movement. Focus on gripping the handles of the kettlebells tightly throughout the carry. Continue walking for a predetermined distance or time, depending on your fitness level and goals. If you're new to the exercise, start with shorter distances and gradually increase as you become more comfortable and stronger. Once you've completed the desired distance or time, carefully lower the kettlebells back to the ground.",https://www.jefit.com/exercises/1381/kettlebell-farmers-carry
Kettlebell,kettlebell-figure-eight,"Kettlebell Figure Eight Abs / Kettlebell Steps : 1.) To begin this exercise, take one kettlebell and place it between your legs, bending over and pressing your glutes out, keeping your back flat. 2.) Take the kettlebell and pass it between the legs to your other hand that is behind the legs. 3.) Repeat this motion with a figure eight motion. 4.) Repeat this exercise for as many repetitions as needed. 5.) You can also alternate the direction of which the kettlebells are passed between the legs.",https://www.jefit.com/exercises/332/kettlebell-figure-eight
Kettlebell,kettlebell-sumo-high-pull,"Kettlebell Sumo High Pull Shoulders / Kettlebell Steps : 1.) To begin this exercise; start off by taking a kettlebell and keeping it in between your legs. 2.) Bend down as you would in a normal squat position but lower until you are in a sumo stance. 3.) Keeping your back and chest straight while bending your knees, pick up the kettlebell and extend your hips up while pulling the kettlebell upward. 4.) Raise your elbows in the process until they are at shoulder level 5.) Hold for a few seconds and return back to the starting position. 6.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/418/kettlebell-sumo-high-pull
Kettlebell,kettlebell-thruster,"Kettlebell Thruster Shoulders / Kettlebell Steps : 1.) To begin this exercise; start off clean pressing two kettlebells to your shoulders. 2.) With the kettlebells in the pressed position, squat down using your hips and knees keeping your back straight as possible. 3.) As you reach a full squat position, thrust upward using the force from your heels to overhead press both kettlebells and extending your arms straight up. 4.) Return back to the starting position. 5.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/419/kettlebell-thruster
Kettlebell,kettlebell-row,"Kettlebell Row Back / Kettlebell Steps : 1.) To begin this exercise; start off with keeping two kettlebell right in front of you, bending your knees and pushing your glutes out. 2.) Take both of the kettlebells and pull them up towards your stomach using both your shoulders and back. 3.) As you reach your torso, squeeze your back tightly and hold for a few seconds. 4.) Return back to the starting position. 5.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/362/kettlebell-row
Kettlebell,kettlebell-pistol-squat,Kettlebell Pistol Squat Upper Legs / Kettlebell Steps : 1.) To begin this exercise; start off by picking up a kettlebell with two hands and holding it against your chest right below your neck. 2.) Take one leg and hold it off of the floor and with the other leg begin to squat down and bend at the knee. 3.) While squatting down hold the kettlebell in front of your chest and hold the position when you get close to the ground. 4.) Using the force from your heel push yourself back up. 5.) Return back to the starting position. 6.) Repeat this exercise for as many repetitions as needed,https://www.jefit.com/exercises/483/kettlebell-pistol-squat
Kettlebell,kettlebell-one-arm-row,"Kettlebell One-Arm Row Back / Kettlebell Steps : 1.) To begin this exercise; start off with keeping a kettlebell right in front of you, bending your knees and pushing your glutes out. 2.) Take the kettlebell and pull it up towards your stomach using both your shoulders and back. 3.) As you reach your torso, squeeze your back tightly and hold for a few seconds. 4.) Return back to the starting position. 5.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/359/kettlebell-one-arm-row
Kettlebell,kettlebell-one-arm-snatch,"Kettlebell One-Arm Snatch Shoulders / Kettlebell Steps : 1.) To begin this exercise; start off by placing a kettlebell in front of your feet and bending down at your knees pushing your glutes out. 2.) Take the kettlebell and swing it between your legs and then with the momentum of the swing, push your hips and knees up allowing the kettlebell to be overhead pressed. 3.) Hold this position for a few seconds. 4.) Return back to the starting position. 4.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/434/kettlebell-one-arm-snatch
Kettlebell,kettlebell-windmill,"Kettlebell Windmill Abs / Kettlebell Steps : 1.) Take the kettlebell and clean press it overhead. 2.) With the kettlebell in place overhead, push your glutes into the direction that the kettlebell is located on. 3.) The opposite hand should be kept behind your back as your turn your feet from the kettlebell. 4.) Keep your body as low as you can go to stretch the abdominals and kettlebell. 5.) Hold the position for a few seconds, stretching out the muscles, then return to starting position.",https://www.jefit.com/exercises/334/kettlebell-windmill
Kettlebell,kettlebell-alternating-floor-press,"Kettlebell Alternating Floor Press Chest / Kettlebell Steps : 1.) To begin this exercise; start off with your back flat on the floor with kettlebells in each hand next to your shoulders. 2.) Take one of the kettlebells and place it upon your chest and the other facing forward. 3.) Push both kettlebells above your chest, the lower one kettlebell to your chest and return it back to the starting position followed by alternating the exercise with the other arm. 4.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/367/kettlebell-alternating-floor-press
Kettlebell,kettlebell-one-arm-push-press,Kettlebell One-Arm Push Press Shoulders / Kettlebell Steps : 1.) To begin this exercise; start off by clean pressing a kettlebell to your shoulder with your palms facing outward in front of you. 2.) After lower your body by bending at the knees and keeping your chest and back straight. 3.) Push through your heels and lower legs to thrust the kettlebell overhead and your body upward keeping your feet firm on the floor. 4.) Return back to the starting position. 5.) Repeat this exercise for as many repetitions as needed.,https://www.jefit.com/exercises/433/kettlebell-one-arm-push-press
Kettlebell,kettlebell-alternating-shoulder-press,Kettlebell Alternating Shoulder Press Shoulders / Kettlebell Steps : 1.) To begin this exercise; start off by taking two kettlebells and clean pressing them to your shoulders keeping your palms inward. 2.) Then press the kettlebell in your right arm overhead keeping your palms facing outward holding onto the position for a few seconds. 3.) Return back to the starting clean pressed position. 4.) Repeat this exercise for as many repetitions as needed.,https://www.jefit.com/exercises/396/kettlebell-alternating-shoulder-press
Kettlebell,kettlebell-renegade-row,Kettlebell Renegade Row Back / Kettlebell Steps : 1.) To begin this exercise; take two kettlebells and place them on the floor moving yourself into a standard push-up position keeping your body extended out. 2.) Then use your weight and push one of the kettlebells towards the floor and pull the opposite towards your chest using your shoulders. 3.) Return the kettlebell back towards the floor and repeat the exercise with the opposite hand. 4.) Repeat this exercise for as many repetitions as needed.,https://www.jefit.com/exercises/349/kettlebell-renegade-row
Cardio Machine,walking,"Walking Cardio / Cardio Machine Walking, a form of cardio exercise, can be performed outside or on a treadmill and focuses upon burning calories, strengthening the core and leg muscles and increasing overall endurance and stamina",https://www.jefit.com/exercises/322/walking
Cardio Machine,treadmill-running,"Treadmill Running Cardio / Cardio Machine Treadmill running, just like regular running, uses the treadmill exercise equipment to burn calories, tone the body, increase stamina and endurance and is one of the most common forms of cardio exercises",https://www.jefit.com/exercises/321/treadmill-running
Cardio Machine,elliptical-training,"Elliptical Training Cardio / Cardio Machine The elliptical is a stationary exercise machine used to simulate walking, running or stair climbing. You are able to burn a significant amount of calories, tone up, increase endurance and strength and build power calf and abdominal muscles through the use of an elliptical",https://www.jefit.com/exercises/310/elliptical-training
Cardio Machine,step-machine,"Step Machine Cardio / Cardio Machine A step machine utilizes the stair master machine or stepping machine to burn calories, tone the body, increase core and lower body strength, and improve endurance and stamina",https://www.jefit.com/exercises/319/step-machine
Cardio Machine,rowing,"Rowing Cardio / Cardio Machine Rowing is a sport that involves racing across rivers, lakes or oceans. It requires full body strength and endurance building upon work capacity, strength, endurance, coordination, stamina and core strength.",https://www.jefit.com/exercises/316/rowing
